Product_Name,Product_ID,Year,Month,Day,Quantity_Demanded,Cost,Labour_wages,Energy_cost,Production_unit,Raw_materials,Destination,Distance_from_Pos
A,112054C,2018,4,22,575,704,,,,,GANDHINAGAR,55
A,112054C,2018,4,22,469,704,,,,,SURAT,300
B,435207F,2018,4,22,512,1519,,,,,AHMEDABAD,20
B,435207F,2018,4,22,560,1519,,,,,VADODARA,87
B,435207F,2018,4,22,415,1519,,,,,GANDHINAGAR,30
B,435207F,2018,4,22,462,1519,,,,,SURAT,256
A,112054C,2018,4,23,583,704,,,,,AHMEDABAD,13
A,112054C,2018,4,23,414,704,,,,,VADODARA,119
A,112054C,2018,4,23,527,704,,,,,GANDHINAGAR,41
A,112054C,2018,4,23,414,704,,,,,SURAT,289
B,435207F,2018,4,23,472,1519,,,,,AHMEDABAD,15
B,435207F,2018,4,23,529,1519,,,,,VADODARA,137
B,435207F,2018,4,23,509,1519,,,,,GANDHINAGAR,42
B,435207F,2018,4,23,548,1519,,,,,SURAT,301
A,112054C,2018,4,24,453,704,,,,,AHMEDABAD,16
A,112054C,2018,4,24,598,704,,,,,VADODARA,129
A,112054C,2018,4,24,459,704,,,,,GANDHINAGAR,49
A,112054C,2018,4,24,539,704,,,,,SURAT,248
B,435207F,2018,4,24,476,1519,,,,,AHMEDABAD,14
B,435207F,2018,4,24,424,1519,,,,,VADODARA,122
B,435207F,2018,4,24,499,1519,,,,,GANDHINAGAR,27
B,435207F,2018,4,24,573,1519,,,,,SURAT,217
A,112054C,2018,4,25,569,704,,,,,AHMEDABAD,21
A,112054C,2018,4,25,513,704,,,,,VADODARA,135
A,112054C,2018,4,25,409,704,,,,,GANDHINAGAR,35
A,112054C,2018,4,25,439,704,,,,,SURAT,305
B,435207F,2018,4,25,510,1519,,,,,AHMEDABAD,17
B,435207F,2018,4,25,548,1519,,,,,VADODARA,153
B,435207F,2018,4,25,410,1519,,,,,GANDHINAGAR,42
B,435207F,2018,4,25,509,1519,,,,,SURAT,294
A,112054C,2018,4,26,537,704,,,,,AHMEDABAD,12
A,112054C,2018,4,26,520,704,,,,,VADODARA,134
A,112054C,2018,4,26,497,704,,,,,GANDHINAGAR,52
A,112054C,2018,4,26,438,704,,,,,SURAT,308
B,435207F,2018,4,26,409,1519,,,,,AHMEDABAD,17
B,435207F,2018,4,26,593,1519,,,,,VADODARA,132
B,435207F,2018,4,26,547,1519,,,,,GANDHINAGAR,53
B,435207F,2018,4,26,599,1519,,,,,SURAT,293
A,112054C,2018,4,27,420,704,,,,,AHMEDABAD,12
A,112054C,2018,4,27,493,704,,,,,VADODARA,100
A,112054C,2018,4,27,438,704,,,,,GANDHINAGAR,55
A,112054C,2018,4,27,549,704,,,,,SURAT,302
B,435207F,2018,4,27,543,1519,,,,,AHMEDABAD,21
B,435207F,2018,4,27,509,1519,,,,,VADODARA,148
B,435207F,2018,4,27,532,1519,,,,,GANDHINAGAR,40
B,435207F,2018,4,27,409,1519,,,,,SURAT,296
A,112054C,2018,4,28,516,704,,,,,AHMEDABAD,20
A,112054C,2018,4,28,558,704,,,,,VADODARA,151
A,112054C,2018,4,28,447,704,,,,,GANDHINAGAR,27
A,112054C,2018,4,28,552,704,,,,,SURAT,263
B,435207F,2018,4,28,473,1519,,,,,AHMEDABAD,17
B,435207F,2018,4,28,539,1519,,,,,VADODARA,87
B,435207F,2018,4,28,576,1519,,,,,GANDHINAGAR,45
B,435207F,2018,4,28,549,1519,,,,,SURAT,293
A,112054C,2018,4,29,475,704,,,,,AHMEDABAD,14
A,112054C,2018,4,29,558,704,,,,,VADODARA,105
A,112054C,2018,4,29,593,704,,,,,GANDHINAGAR,52
A,112054C,2018,4,29,547,704,,,,,SURAT,252
B,435207F,2018,4,29,401,1519,,,,,AHMEDABAD,20
B,435207F,2018,4,29,515,1519,,,,,VADODARA,154
B,435207F,2018,4,29,587,1519,,,,,GANDHINAGAR,32
B,435207F,2018,4,29,500,1519,,,,,SURAT,237
A,112054C,2018,4,30,494,704,,,,,AHMEDABAD,23
A,112054C,2018,4,30,549,704,,,,,VADODARA,88
A,112054C,2018,4,30,439,704,,,,,GANDHINAGAR,51
A,112054C,2018,4,30,481,704,,,,,SURAT,273
B,435207F,2018,4,30,586,1519,,,,,AHMEDABAD,16
B,435207F,2018,4,30,533,1519,,,,,VADODARA,156
B,435207F,2018,4,30,409,1519,,,,,GANDHINAGAR,35
B,435207F,2018,4,30,524,1519,,,,,SURAT,233
A,112054C,2018,5,1,438,594,,,,,AHMEDABAD,18
A,112054C,2018,5,1,469,594,,,,,VADODARA,103
A,112054C,2018,5,1,504,594,,,,,GANDHINAGAR,45
A,112054C,2018,5,1,457,594,,,,,SURAT,238
B,435207F,2018,5,1,543,1632,,,,,AHMEDABAD,11
B,435207F,2018,5,1,550,1632,,,,,VADODARA,92
B,435207F,2018,5,1,411,1632,,,,,GANDHINAGAR,39
B,435207F,2018,5,1,464,1632,,,,,SURAT,212
A,112054C,2018,5,2,595,594,,,,,AHMEDABAD,24
A,112054C,2018,5,2,428,594,,,,,VADODARA,101
A,112054C,2018,5,2,641,594,,,,,GANDHINAGAR,27
A,112054C,2018,5,2,678,594,,,,,SURAT,269
B,435207F,2018,5,2,587,1632,,,,,AHMEDABAD,24
B,435207F,2018,5,2,679,1632,,,,,VADODARA,106
B,435207F,2018,5,2,619,1632,,,,,GANDHINAGAR,54
B,435207F,2018,5,2,630,1632,,,,,SURAT,224
A,112054C,2018,5,3,600,594,,,,,AHMEDABAD,14
A,112054C,2018,5,3,691,594,,,,,VADODARA,153
A,112054C,2018,5,3,627,594,,,,,GANDHINAGAR,38
A,112054C,2018,5,3,635,594,,,,,SURAT,282
B,435207F,2018,5,3,644,1632,,,,,AHMEDABAD,15
B,435207F,2018,5,3,578,1632,,,,,VADODARA,113
B,435207F,2018,5,3,604,1632,,,,,GANDHINAGAR,32
B,435207F,2018,5,3,664,1632,,,,,SURAT,238
A,112054C,2018,5,4,592,594,,,,,AHMEDABAD,21
A,112054C,2018,5,4,560,594,,,,,VADODARA,157
A,112054C,2018,5,4,681,594,,,,,GANDHINAGAR,29
A,112054C,2018,5,4,641,594,,,,,SURAT,220
B,435207F,2018,5,4,646,1632,,,,,AHMEDABAD,22
B,435207F,2018,5,4,610,1632,,,,,VADODARA,146
B,435207F,2018,5,4,645,1632,,,,,GANDHINAGAR,49
B,435207F,2018,5,4,597,1632,,,,,SURAT,281
A,112054C,2018,5,5,623,594,,,,,AHMEDABAD,13
A,112054C,2018,5,5,638,594,,,,,VADODARA,152
A,112054C,2018,5,5,585,594,,,,,GANDHINAGAR,41
A,112054C,2018,5,5,641,594,,,,,SURAT,288
B,435207F,2018,5,5,669,1632,,,,,AHMEDABAD,10
B,435207F,2018,5,5,666,1632,,,,,VADODARA,120
B,435207F,2018,5,5,638,1632,,,,,GANDHINAGAR,53
B,435207F,2018,5,5,631,1632,,,,,SURAT,251
A,112054C,2018,5,6,651,594,,,,,AHMEDABAD,10
A,112054C,2018,5,6,616,594,,,,,VADODARA,107
A,112054C,2018,5,6,580,594,,,,,GANDHINAGAR,55
A,112054C,2018,5,6,562,594,,,,,SURAT,222
B,435207F,2018,5,6,677,1632,,,,,AHMEDABAD,11
B,435207F,2018,5,6,613,1632,,,,,VADODARA,123
B,435207F,2018,5,6,582,1632,,,,,GANDHINAGAR,35
B,435207F,2018,5,6,648,1632,,,,,SURAT,283
A,112054C,2018,5,7,618,594,,,,,AHMEDABAD,21
A,112054C,2018,5,7,592,594,,,,,VADODARA,139
A,112054C,2018,5,7,611,594,,,,,GANDHINAGAR,49
A,112054C,2018,5,7,651,594,,,,,SURAT,222
B,435207F,2018,5,7,554,1632,,,,,AHMEDABAD,22
B,435207F,2018,5,7,645,1632,,,,,VADODARA,119
B,435207F,2018,5,7,582,1632,,,,,GANDHINAGAR,34
B,435207F,2018,5,7,625,1632,,,,,SURAT,212
A,112054C,2018,5,8,670,594,,,,,AHMEDABAD,14
A,112054C,2018,5,8,616,594,,,,,VADODARA,159
A,112054C,2018,5,8,656,594,,,,,GANDHINAGAR,53
A,112054C,2018,5,8,676,594,,,,,SURAT,259
B,435207F,2018,5,8,603,1632,,,,,AHMEDABAD,21
B,435207F,2018,5,8,563,1632,,,,,VADODARA,90
B,435207F,2018,5,8,684,1632,,,,,GANDHINAGAR,42
B,435207F,2018,5,8,658,1632,,,,,SURAT,270
A,112054C,2018,5,9,693,594,,,,,AHMEDABAD,18
A,112054C,2018,5,9,561,594,,,,,VADODARA,138
A,112054C,2018,5,9,584,594,,,,,GANDHINAGAR,31
A,112054C,2018,5,9,591,594,,,,,SURAT,273
B,435207F,2018,5,9,615,1632,,,,,AHMEDABAD,17
B,435207F,2018,5,9,671,1632,,,,,VADODARA,105
B,435207F,2018,5,9,609,1632,,,,,GANDHINAGAR,48
B,435207F,2018,5,9,623,1632,,,,,SURAT,255
A,112054C,2018,5,10,679,594,,,,,AHMEDABAD,20
A,112054C,2018,5,10,571,594,,,,,VADODARA,108
A,112054C,2018,5,10,642,594,,,,,GANDHINAGAR,27
A,112054C,2018,5,10,633,594,,,,,SURAT,272
B,435207F,2018,5,10,611,1632,,,,,AHMEDABAD,23
B,435207F,2018,5,10,600,1632,,,,,VADODARA,157
B,435207F,2018,5,10,628,1632,,,,,GANDHINAGAR,27
B,435207F,2018,5,10,555,1632,,,,,SURAT,293
A,112054C,2018,5,11,574,594,,,,,AHMEDABAD,22
A,112054C,2018,5,11,584,594,,,,,VADODARA,120
A,112054C,2018,5,11,571,594,,,,,GANDHINAGAR,47
A,112054C,2018,5,11,679,594,,,,,SURAT,276
B,435207F,2018,5,11,578,1632,,,,,AHMEDABAD,12
B,435207F,2018,5,11,611,1632,,,,,VADODARA,131
B,435207F,2018,5,11,590,1632,,,,,GANDHINAGAR,42
B,435207F,2018,5,11,677,1632,,,,,SURAT,258
A,112054C,2018,5,12,654,594,,,,,AHMEDABAD,13
A,112054C,2018,5,12,642,594,,,,,VADODARA,139
A,112054C,2018,5,12,604,594,,,,,GANDHINAGAR,44
A,112054C,2018,5,12,575,594,,,,,SURAT,232
B,435207F,2018,5,12,553,1632,,,,,AHMEDABAD,10
B,435207F,2018,5,12,593,1632,,,,,VADODARA,126
B,435207F,2018,5,12,618,1632,,,,,GANDHINAGAR,30
B,435207F,2018,5,12,589,1632,,,,,SURAT,242
A,112054C,2018,5,13,654,594,,,,,AHMEDABAD,24
A,112054C,2018,5,13,593,594,,,,,VADODARA,139
A,112054C,2018,5,13,617,594,,,,,GANDHINAGAR,31
A,112054C,2018,5,13,559,594,,,,,SURAT,211
B,435207F,2018,5,13,564,1632,,,,,AHMEDABAD,15
B,435207F,2018,5,13,606,1632,,,,,VADODARA,123
B,435207F,2018,5,13,689,1632,,,,,GANDHINAGAR,25
B,435207F,2018,5,13,627,1632,,,,,SURAT,239
A,112054C,2018,5,14,688,594,,,,,AHMEDABAD,19
A,112054C,2018,5,14,622,594,,,,,VADODARA,112
A,112054C,2018,5,14,590,594,,,,,GANDHINAGAR,25
A,112054C,2018,5,14,696,594,,,,,SURAT,265
B,435207F,2018,5,14,604,1632,,,,,AHMEDABAD,15
B,435207F,2018,5,14,672,1632,,,,,VADODARA,138
B,435207F,2018,5,14,653,1632,,,,,GANDHINAGAR,37
B,435207F,2018,5,14,595,1632,,,,,SURAT,308
A,112054C,2018,5,15,693,594,,,,,AHMEDABAD,20
A,112054C,2018,5,15,682,594,,,,,VADODARA,152
A,112054C,2018,5,15,577,594,,,,,GANDHINAGAR,34
A,112054C,2018,5,15,689,594,,,,,SURAT,287
B,435207F,2018,5,15,672,1632,,,,,AHMEDABAD,17
B,435207F,2018,5,15,690,1632,,,,,VADODARA,132
B,435207F,2018,5,15,594,1632,,,,,GANDHINAGAR,53
B,435207F,2018,5,15,649,1632,,,,,SURAT,276
A,112054C,2018,5,16,556,594,,,,,AHMEDABAD,15
A,112054C,2018,5,16,605,594,,,,,VADODARA,150
A,112054C,2018,5,16,597,594,,,,,GANDHINAGAR,48
A,112054C,2018,5,16,679,594,,,,,SURAT,295
B,435207F,2018,5,16,648,1632,,,,,AHMEDABAD,14
B,435207F,2018,5,16,616,1632,,,,,VADODARA,98
B,435207F,2018,5,16,693,1632,,,,,GANDHINAGAR,38
B,435207F,2018,5,16,660,1632,,,,,SURAT,224
A,112054C,2018,5,17,629,594,,,,,AHMEDABAD,13
A,112054C,2018,5,17,688,594,,,,,VADODARA,100
A,112054C,2018,5,17,590,594,,,,,GANDHINAGAR,37
A,112054C,2018,5,17,637,594,,,,,SURAT,241
B,435207F,2018,5,17,600,1632,,,,,AHMEDABAD,10
B,435207F,2018,5,17,606,1632,,,,,VADODARA,114
B,435207F,2018,5,17,669,1632,,,,,GANDHINAGAR,25
B,435207F,2018,5,17,570,1632,,,,,SURAT,217
A,112054C,2018,5,18,668,594,,,,,AHMEDABAD,14
A,112054C,2018,5,18,671,594,,,,,VADODARA,132
A,112054C,2018,5,18,567,594,,,,,GANDHINAGAR,36
A,112054C,2018,5,18,618,594,,,,,SURAT,241
B,435207F,2018,5,18,644,1632,,,,,AHMEDABAD,17
B,435207F,2018,5,18,697,1632,,,,,VADODARA,122
B,435207F,2018,5,18,555,1632,,,,,GANDHINAGAR,46
B,435207F,2018,5,18,553,1632,,,,,SURAT,265
A,112054C,2018,5,19,645,594,,,,,AHMEDABAD,20
A,112054C,2018,5,19,564,594,,,,,VADODARA,146
A,112054C,2018,5,19,691,594,,,,,GANDHINAGAR,45
A,112054C,2018,5,19,686,594,,,,,SURAT,228
B,435207F,2018,5,19,693,1632,,,,,AHMEDABAD,16
B,435207F,2018,5,19,574,1632,,,,,VADODARA,102
B,435207F,2018,5,19,688,1632,,,,,GANDHINAGAR,41
B,435207F,2018,5,19,666,1632,,,,,SURAT,242
A,112054C,2018,5,20,693,594,,,,,AHMEDABAD,18
A,112054C,2018,5,20,659,594,,,,,VADODARA,145
A,112054C,2018,5,20,645,594,,,,,GANDHINAGAR,41
A,112054C,2018,5,20,646,594,,,,,SURAT,280
B,435207F,2018,5,20,625,1632,,,,,AHMEDABAD,20
B,435207F,2018,5,20,610,1632,,,,,VADODARA,108
B,435207F,2018,5,20,656,1632,,,,,GANDHINAGAR,55
B,435207F,2018,5,20,647,1632,,,,,SURAT,210
A,112054C,2018,5,21,606,594,,,,,AHMEDABAD,18
A,112054C,2018,5,21,556,594,,,,,VADODARA,117
A,112054C,2018,5,21,562,594,,,,,GANDHINAGAR,31
A,112054C,2018,5,21,556,594,,,,,SURAT,309
B,435207F,2018,5,21,662,1632,,,,,AHMEDABAD,14
B,435207F,2018,5,21,663,1632,,,,,VADODARA,130
B,435207F,2018,5,21,653,1632,,,,,GANDHINAGAR,25
B,435207F,2018,5,21,645,1632,,,,,SURAT,224
A,112054C,2018,5,22,597,594,,,,,AHMEDABAD,16
A,112054C,2018,5,22,608,594,,,,,VADODARA,139
A,112054C,2018,5,22,591,594,,,,,GANDHINAGAR,35
A,112054C,2018,5,22,602,594,,,,,SURAT,267
B,435207F,2018,5,22,663,1632,,,,,AHMEDABAD,10
B,435207F,2018,5,22,598,1632,,,,,VADODARA,102
B,435207F,2018,5,22,605,1632,,,,,GANDHINAGAR,36
B,435207F,2018,5,22,637,1632,,,,,SURAT,238
A,112054C,2018,5,23,672,594,,,,,AHMEDABAD,18
A,112054C,2018,5,23,642,594,,,,,VADODARA,104
A,112054C,2018,5,23,584,594,,,,,GANDHINAGAR,39
A,112054C,2018,5,23,554,594,,,,,SURAT,249
B,435207F,2018,5,23,694,1632,,,,,AHMEDABAD,10
B,435207F,2018,5,23,667,1632,,,,,VADODARA,154
B,435207F,2018,5,23,640,1632,,,,,GANDHINAGAR,25
B,435207F,2018,5,23,684,1632,,,,,SURAT,217
A,112054C,2018,5,24,613,594,,,,,AHMEDABAD,11
A,112054C,2018,5,24,624,594,,,,,VADODARA,153
A,112054C,2018,5,24,585,594,,,,,GANDHINAGAR,28
A,112054C,2018,5,24,563,594,,,,,SURAT,261
B,435207F,2018,5,24,561,1632,,,,,AHMEDABAD,20
B,435207F,2018,5,24,639,1632,,,,,VADODARA,148
B,435207F,2018,5,24,580,1632,,,,,GANDHINAGAR,26
B,435207F,2018,5,24,576,1632,,,,,SURAT,301
A,112054C,2018,5,25,581,594,,,,,AHMEDABAD,16
A,112054C,2018,5,25,646,594,,,,,VADODARA,160
A,112054C,2018,5,25,620,594,,,,,GANDHINAGAR,41
A,112054C,2018,5,25,635,594,,,,,SURAT,210
B,435207F,2018,5,25,595,1632,,,,,AHMEDABAD,22
B,435207F,2018,5,25,598,1632,,,,,VADODARA,122
B,435207F,2018,5,25,551,1632,,,,,GANDHINAGAR,36
B,435207F,2018,5,25,597,1632,,,,,SURAT,239
A,112054C,2018,5,26,682,594,,,,,AHMEDABAD,18
A,112054C,2018,5,26,555,594,,,,,VADODARA,114
A,112054C,2018,5,26,648,594,,,,,GANDHINAGAR,32
A,112054C,2018,5,26,600,594,,,,,SURAT,304
B,435207F,2018,5,26,661,1632,,,,,AHMEDABAD,13
B,435207F,2018,5,26,569,1632,,,,,VADODARA,148
B,435207F,2018,5,26,614,1632,,,,,GANDHINAGAR,29
B,435207F,2018,5,26,625,1632,,,,,SURAT,263
A,112054C,2018,5,27,699,594,,,,,AHMEDABAD,18
A,112054C,2018,5,27,652,594,,,,,VADODARA,118
A,112054C,2018,5,27,598,594,,,,,GANDHINAGAR,52
A,112054C,2018,5,27,604,594,,,,,SURAT,276
B,435207F,2018,5,27,668,1632,,,,,AHMEDABAD,15
B,435207F,2018,5,27,615,1632,,,,,VADODARA,148
B,435207F,2018,5,27,583,1632,,,,,GANDHINAGAR,41
B,435207F,2018,5,27,653,1632,,,,,SURAT,236
A,112054C,2018,5,28,631,594,,,,,AHMEDABAD,12
A,112054C,2018,5,28,688,594,,,,,VADODARA,104
A,112054C,2018,5,28,551,594,,,,,GANDHINAGAR,54
A,112054C,2018,5,28,569,594,,,,,SURAT,271
B,435207F,2018,5,28,616,1632,,,,,AHMEDABAD,17
B,435207F,2018,5,28,570,1632,,,,,VADODARA,121
B,435207F,2018,5,28,610,1632,,,,,GANDHINAGAR,25
B,435207F,2018,5,28,615,1632,,,,,SURAT,210
A,112054C,2018,5,29,665,594,,,,,AHMEDABAD,23
A,112054C,2018,5,29,693,594,,,,,VADODARA,103
A,112054C,2018,5,29,682,594,,,,,GANDHINAGAR,50
A,112054C,2018,5,29,555,594,,,,,SURAT,229
B,435207F,2018,5,29,628,1632,,,,,AHMEDABAD,21
B,435207F,2018,5,29,612,1632,,,,,VADODARA,103
B,435207F,2018,5,29,585,1632,,,,,GANDHINAGAR,49
B,435207F,2018,5,29,647,1632,,,,,SURAT,278
A,112054C,2018,5,30,677,594,,,,,AHMEDABAD,23
A,112054C,2018,5,30,567,594,,,,,VADODARA,115
A,112054C,2018,5,30,641,594,,,,,GANDHINAGAR,49
A,112054C,2018,5,30,676,594,,,,,SURAT,234
B,435207F,2018,5,30,657,1632,,,,,AHMEDABAD,19
B,435207F,2018,5,30,560,1632,,,,,VADODARA,149
B,435207F,2018,5,30,640,1632,,,,,GANDHINAGAR,46
B,435207F,2018,5,30,612,1632,,,,,SURAT,245
A,112054C,2018,5,31,612,594,,,,,AHMEDABAD,18
A,112054C,2018,5,31,665,594,,,,,VADODARA,85
A,112054C,2018,5,31,671,594,,,,,GANDHINAGAR,54
A,112054C,2018,5,31,676,594,,,,,SURAT,260
B,435207F,2018,5,31,689,1632,,,,,AHMEDABAD,25
B,435207F,2018,5,31,617,1632,,,,,VADODARA,124
B,435207F,2018,5,31,576,1632,,,,,GANDHINAGAR,51
B,435207F,2018,5,31,626,1632,,,,,SURAT,226
A,112054C,2018,6,1,628,619,,,,,AHMEDABAD,11
A,112054C,2018,6,1,648,619,,,,,VADODARA,125
A,112054C,2018,6,1,605,619,,,,,GANDHINAGAR,52
A,112054C,2018,6,1,670,619,,,,,SURAT,270
B,435207F,2018,6,1,697,1754,,,,,AHMEDABAD,18
B,435207F,2018,6,1,564,1754,,,,,VADODARA,106
B,435207F,2018,6,1,678,1754,,,,,GANDHINAGAR,44
B,435207F,2018,6,1,597,1754,,,,,SURAT,292
A,112054C,2018,6,2,679,619,,,,,AHMEDABAD,11
A,112054C,2018,6,2,616,619,,,,,VADODARA,108
A,112054C,2018,6,2,776,619,,,,,GANDHINAGAR,28
A,112054C,2018,6,2,760,619,,,,,SURAT,294
B,435207F,2018,6,2,830,1754,,,,,AHMEDABAD,16
B,435207F,2018,6,2,874,1754,,,,,VADODARA,100
B,435207F,2018,6,2,767,1754,,,,,GANDHINAGAR,27
B,435207F,2018,6,2,815,1754,,,,,SURAT,292
A,112054C,2018,6,3,771,619,,,,,AHMEDABAD,16
A,112054C,2018,6,3,885,619,,,,,VADODARA,149
A,112054C,2018,6,3,768,619,,,,,GANDHINAGAR,37
A,112054C,2018,6,3,759,619,,,,,SURAT,239
B,435207F,2018,6,3,801,1754,,,,,AHMEDABAD,24
B,435207F,2018,6,3,897,1754,,,,,VADODARA,136
B,435207F,2018,6,3,779,1754,,,,,GANDHINAGAR,34
B,435207F,2018,6,3,862,1754,,,,,SURAT,210
A,112054C,2018,6,4,884,619,,,,,AHMEDABAD,22
A,112054C,2018,6,4,755,619,,,,,VADODARA,116
A,112054C,2018,6,4,803,619,,,,,GANDHINAGAR,41
A,112054C,2018,6,4,866,619,,,,,SURAT,297
B,435207F,2018,6,4,760,1754,,,,,AHMEDABAD,14
B,435207F,2018,6,4,831,1754,,,,,VADODARA,116
B,435207F,2018,6,4,809,1754,,,,,GANDHINAGAR,43
B,435207F,2018,6,4,786,1754,,,,,SURAT,268
A,112054C,2018,6,5,857,619,,,,,AHMEDABAD,24
A,112054C,2018,6,5,792,619,,,,,VADODARA,94
A,112054C,2018,6,5,817,619,,,,,GANDHINAGAR,31
A,112054C,2018,6,5,817,619,,,,,SURAT,299
B,435207F,2018,6,5,839,1754,,,,,AHMEDABAD,13
B,435207F,2018,6,5,790,1754,,,,,VADODARA,155
B,435207F,2018,6,5,759,1754,,,,,GANDHINAGAR,26
B,435207F,2018,6,5,781,1754,,,,,SURAT,224
A,112054C,2018,6,6,755,619,,,,,AHMEDABAD,21
A,112054C,2018,6,6,898,619,,,,,VADODARA,127
A,112054C,2018,6,6,855,619,,,,,GANDHINAGAR,42
A,112054C,2018,6,6,822,619,,,,,SURAT,211
B,435207F,2018,6,6,797,1754,,,,,AHMEDABAD,21
B,435207F,2018,6,6,850,1754,,,,,VADODARA,142
B,435207F,2018,6,6,898,1754,,,,,GANDHINAGAR,40
B,435207F,2018,6,6,780,1754,,,,,SURAT,275
A,112054C,2018,6,7,755,619,,,,,AHMEDABAD,15
A,112054C,2018,6,7,801,619,,,,,VADODARA,96
A,112054C,2018,6,7,836,619,,,,,GANDHINAGAR,55
A,112054C,2018,6,7,786,619,,,,,SURAT,301
B,435207F,2018,6,7,765,1754,,,,,AHMEDABAD,23
B,435207F,2018,6,7,871,1754,,,,,VADODARA,137
B,435207F,2018,6,7,811,1754,,,,,GANDHINAGAR,31
B,435207F,2018,6,7,831,1754,,,,,SURAT,233
A,112054C,2018,6,8,841,619,,,,,AHMEDABAD,10
A,112054C,2018,6,8,857,619,,,,,VADODARA,86
A,112054C,2018,6,8,765,619,,,,,GANDHINAGAR,49
A,112054C,2018,6,8,840,619,,,,,SURAT,308
B,435207F,2018,6,8,777,1754,,,,,AHMEDABAD,13
B,435207F,2018,6,8,856,1754,,,,,VADODARA,95
B,435207F,2018,6,8,782,1754,,,,,GANDHINAGAR,43
B,435207F,2018,6,8,802,1754,,,,,SURAT,241
A,112054C,2018,6,9,893,619,,,,,AHMEDABAD,25
A,112054C,2018,6,9,752,619,,,,,VADODARA,148
A,112054C,2018,6,9,803,619,,,,,GANDHINAGAR,29
A,112054C,2018,6,9,890,619,,,,,SURAT,279
B,435207F,2018,6,9,810,1754,,,,,AHMEDABAD,11
B,435207F,2018,6,9,759,1754,,,,,VADODARA,116
B,435207F,2018,6,9,830,1754,,,,,GANDHINAGAR,44
B,435207F,2018,6,9,898,1754,,,,,SURAT,255
A,112054C,2018,6,10,772,619,,,,,AHMEDABAD,24
A,112054C,2018,6,10,884,619,,,,,VADODARA,88
A,112054C,2018,6,10,816,619,,,,,GANDHINAGAR,39
A,112054C,2018,6,10,807,619,,,,,SURAT,251
B,435207F,2018,6,10,848,1754,,,,,AHMEDABAD,18
B,435207F,2018,6,10,765,1754,,,,,VADODARA,120
B,435207F,2018,6,10,828,1754,,,,,GANDHINAGAR,32
B,435207F,2018,6,10,832,1754,,,,,SURAT,215
A,112054C,2018,6,11,816,619,,,,,AHMEDABAD,16
A,112054C,2018,6,11,872,619,,,,,VADODARA,129
A,112054C,2018,6,11,762,619,,,,,GANDHINAGAR,34
A,112054C,2018,6,11,896,619,,,,,SURAT,210
B,435207F,2018,6,11,816,1754,,,,,AHMEDABAD,15
B,435207F,2018,6,11,793,1754,,,,,VADODARA,85
B,435207F,2018,6,11,872,1754,,,,,GANDHINAGAR,30
B,435207F,2018,6,11,877,1754,,,,,SURAT,233
A,112054C,2018,6,12,808,619,,,,,AHMEDABAD,23
A,112054C,2018,6,12,794,619,,,,,VADODARA,86
A,112054C,2018,6,12,879,619,,,,,GANDHINAGAR,41
A,112054C,2018,6,12,892,619,,,,,SURAT,231
B,435207F,2018,6,12,779,1754,,,,,AHMEDABAD,22
B,435207F,2018,6,12,868,1754,,,,,VADODARA,95
B,435207F,2018,6,12,878,1754,,,,,GANDHINAGAR,25
B,435207F,2018,6,12,832,1754,,,,,SURAT,252
A,112054C,2018,6,13,845,619,,,,,AHMEDABAD,14
A,112054C,2018,6,13,866,619,,,,,VADODARA,104
A,112054C,2018,6,13,877,619,,,,,GANDHINAGAR,40
A,112054C,2018,6,13,771,619,,,,,SURAT,265
B,435207F,2018,6,13,789,1754,,,,,AHMEDABAD,19
B,435207F,2018,6,13,862,1754,,,,,VADODARA,148
B,435207F,2018,6,13,842,1754,,,,,GANDHINAGAR,36
B,435207F,2018,6,13,878,1754,,,,,SURAT,267
A,112054C,2018,6,14,894,619,,,,,AHMEDABAD,22
A,112054C,2018,6,14,895,619,,,,,VADODARA,101
A,112054C,2018,6,14,750,619,,,,,GANDHINAGAR,32
A,112054C,2018,6,14,868,619,,,,,SURAT,283
B,435207F,2018,6,14,753,1754,,,,,AHMEDABAD,15
B,435207F,2018,6,14,807,1754,,,,,VADODARA,146
B,435207F,2018,6,14,883,1754,,,,,GANDHINAGAR,51
B,435207F,2018,6,14,865,1754,,,,,SURAT,289
A,112054C,2018,6,15,772,619,,,,,AHMEDABAD,13
A,112054C,2018,6,15,834,619,,,,,VADODARA,102
A,112054C,2018,6,15,877,619,,,,,GANDHINAGAR,52
A,112054C,2018,6,15,797,619,,,,,SURAT,281
B,435207F,2018,6,15,767,1754,,,,,AHMEDABAD,13
B,435207F,2018,6,15,808,1754,,,,,VADODARA,110
B,435207F,2018,6,15,763,1754,,,,,GANDHINAGAR,49
B,435207F,2018,6,15,768,1754,,,,,SURAT,248
A,112054C,2018,6,16,774,619,,,,,AHMEDABAD,10
A,112054C,2018,6,16,861,619,,,,,VADODARA,85
A,112054C,2018,6,16,829,619,,,,,GANDHINAGAR,27
A,112054C,2018,6,16,755,619,,,,,SURAT,221
B,435207F,2018,6,16,812,1754,,,,,AHMEDABAD,11
B,435207F,2018,6,16,788,1754,,,,,VADODARA,145
B,435207F,2018,6,16,814,1754,,,,,GANDHINAGAR,27
B,435207F,2018,6,16,843,1754,,,,,SURAT,277
A,112054C,2018,6,17,876,619,,,,,AHMEDABAD,17
A,112054C,2018,6,17,819,619,,,,,VADODARA,118
A,112054C,2018,6,17,841,619,,,,,GANDHINAGAR,42
